word,synonyms,Kannada,English,Hindi
दिश्,अपदिश विदिश्,ದಿಕ್ಕುಗಳ ನಡುವೆ ಇರುವ ಮೂಲೆಗಳು,The intermediate points,अपदिश
ककुभ्,दिश् ककुभ् काष्ठा आशा हरित्,ದಿಕ್ಕುಗಳ ಸಾಮಾನ್ಯ ನಾಮಗಳು,The cardinal points,दिशाओं
काष्ठा,द्रोणी काष्ठाम्बुवाहिनी,ದೋಣಿ,Boat,काठ
आशा,दिश् ककुभ् काष्ठा आशा हरित्,ದಿಕ್ಕುಗಳ ಸಾಮಾನ್ಯ ನಾಮಗಳು,The cardinal points,दिशाओं
हरित्,हरित पालाश हरित्,ಹಸುರು ಬಣ್ಣ,Green,हरित वर्ण
प्राची,प्राची प्राक्,None,None,None
अवाची,अवाची अवाक्,None,None,None
प्रतीची,प्रतीची प्रत्यक्,None,None,None
उदीची,उदीचीन उदग्भवं,ಉತ್ತರದಲ್ಲಿ ಹುಟ್ಟಿದ್ದು,Belonging to the north,उत्तर दिशामें होने वाले पदार्थ
पूर्व,पूर्वेxद्युस्,None,None,None
दक्षिण,दक्षिणेय दक्षिणार्ह दाक्षिण्य,None,None,None
पश्चिम,अन्त जघन्य चरम अन्त्य पाश्चात्य पश्चिम,None,None,None
उत्तरा,उत्तरतस् उत्तरात् उत्तरा उत्तराहि उत्तरेण,None,None,None
अवाचीन,अवाचीन अवाग्भवं,ದಕ್ಷಿಣಲ್ಲಿ ಹುಟ್ಟಿದ್ದು,Belonging to the south,दक्षिण दिशामें होने वाले पदार्थ
प्रतीचीन,प्रतीचीन प्रत्यग्भवं,ಪಶ್ಟಿಮದಲ್ಲಿ ಹುಟ್ಟಿದ್ದು,Belonging to the west,पश्चिम दिशामें होने वाले पदार्थ
प्राचीन,प्राचीनावीत,ಎಡದೋಳು ಮೇಲಕ್ಕೆ ಇರುವಂತೆ ಧರಿಸಿದ ಜನಿವಾರ,The sacred thread worn (contrary to custom) over the right shoulder,"दाहिने कन्धे से लटकते हुए यज्ञोपवीत, गोभिल ने का है-सव्यं बाहुमुद्धृत्य शिरोवधाय दक्षिणे।़से प्रतिष्ठापयति सव्यं कक्षमन्वलम्बं भक्त्येवं प्राचीनावीति भयति"
पुण्डरीक,पुण्डरीक पञ्चनख चित्रकाय मृगद्विट् शार्दूल द्वीपिन् व्याघ्र,ಹುಲಿ,Tiger,बाध
वामन,बाढव्य आयत बहु गुरु वामन वृन्दारक,None,None,None
कुमुद,श्रीपर्णिका कुमुदिका कुम्भी कैटर्य कट्फल,"ಕಿರಿಯ ಶಿವನಿ ಮರ, ತೇಗದ ಮರವೆಂದು ಕೆಲವರು",The teak tree (Tectona grandis),कायफल
अञ्जन,शुषिरा विद्रुमलता कपोताङ्घ्रि नटी नली धमनी अञ्जनकेशी,ನಳಿಯೆಂಬ ಗಂದಿಗರ ದಿನಸು,A kind of drug or perfume,माल-काँगनी
पुष्पदन्त,पुष्पदन्त,ಪುಷ್ಪದಂತ ಅಷ್ಟದಿಗ್ಗಜಗಳಲ್ಲಿ ಒಂದು ,Pushpadanta one of the eight elephants of the cardinal points,पुष्पदंत अष्टदिग्गजों मे एक
सार्वभौम,चक्रवर्तिन् सार्वभौम,ಸಾರ್ವಭೌಮ,Emperor,सागर तक राज्य करने वाले राजा
सुप्रतीक,सुप्रतीक,ಸುಪ್ರತೀಕ ಅಷ್ಟದಿಗ್ಗಜಗಳಲ್ಲಿ ಒಂದು ,Supratika one of the eight elephants of the cardinal points,सुप्रतीक अष्टदिग्गजों मे एक
अभ्रमु,अभ्रमु,ಅಭ್ರಮು ಐರಾವತದ ಭಾರ್ಯೆ,Abhramu The wife of Aiaravata,अभ्रमु ऐरावत की स्त्री 
कपिला,द्विजा हरेणु रेणुका कौन्ती कपिला भस्मगन्धिनी,ರೇಣುಕ ಎಂಬ ಗಂದಿಗರ ಒಂದು ವಸ್ತು,"The plant Colodendron inerme, Heyne",रेणुका बीज
पिङ्गला,पिङ्गला,ಪಿಂಗಳ ವಾಮನದ ಭಾರ್ಯೆ,Pingala The wife of Vamana,पिंगल वामन की स्त्री
अनुपमा,अनुपमा,ಅನುಪಮಾ ಕುಮುದದ ಭಾರ್ಯೆ,Anupama The wife of Kumuda,अनुपमा कुमुद की स्त्री
शुभ्रदन्ती,शुभ्रदन्ती,ಶುಭ್ರದಂತಿ ಪುಷ್ಪದಂತದ ಭಾರ್ಯೆ,Shubhradanti The wife of Pushpadanta,शुभ्रदन्ती पुष्पदन्त की स्त्री
अङ्गना,अङ्गना भीरु कामिनी वामलोचना प्रमदा मानिनी कान्ता ललना नितम्बिनी सुन्दरी रमणी रामा भामिनी कोपना वरारोहा मत्तकाशिनी उत्तमा वरवर्णिनी,ರೂಪಾದಿ ಕಾರಣಗಳಿಂದುಂಟಾದ ಸ್ತ್ರೀಯರ ಬೇರೆಬೇರೆ ಹೆಸರುಗಳು,Different names for a woman according to her qualities,उत्कृष्ट स्त्री विशेष
अञ्जनावती,अञ्जनावती,ಅಂಜನಾವತಿ ಸುಪ್ರತೀಕದ ಭಾರ್ಯೆ,Anjanavati Te hwife of Suprateeka,अंजनावती सुप्रतीक की स्त्री
अपदिश,अपदिश विदिश्,ದಿಕ್ಕುಗಳ ನಡುವೆ ಇರುವ ಮೂಲೆಗಳು,The intermediate points,अपदिश
अभ्यन्तर,अभ्यन्तर अन्तराल,ಮಧ್ಯ ಪ್ರದೇಶ,The middle region,बीच
अन्तराल,अभ्यन्तर अन्तराल,ಮಧ್ಯ ಪ್ರದೇಶ,The middle region,बीच
मण्डल,मण्डलेश्वर माण्डलीक,ಸಾರ್ವಭೌಮನಲ್ಲದ ರಾಜನು,O her rulers,देश के ऊपर आदेश चलाने वाले राजा
अभ्र,अभ्रि काष्ठकुद्दाल,ಉಪ್ಪು ಮುಂತಾದ್ದನ್ನು ಅಗಿಯುವ ಮರದ ಗುದ್ದಲಿ,A wooden spade,नाव से कतवार हटाने के लिए लकड़ी के बने कुदालनुमा साधन 
मेघ,अप् वार् वारी सलिल कमल जल पयस् कीलाल अमृत जीवन भुवन वन कबन्ध उदक पाथस् पुष्कर सर्वतोमुख अम्भस् अर्णस् तोय पानीय नीर क्षीर अम्भु शम्बर घनरस मेघपुष्प कृपीट काण्ड जीवनीय कुश विष,ನೀರು,Water,जल
वारिवाह,मेघ अभ्र वारिवाह स्तनयित्नु बलाहक धाराधर जलधर तडित्वत् वारिद अम्बुभृत् घन जीमूत मुदिर जलमुच् धूमयोनि,ಮೇಘಗಳು,Clouds,मेघ
स्तनयित्नु,मेघ अभ्र वारिवाह स्तनयित्नु बलाहक धाराधर जलधर तडित्वत् वारिद अम्बुभृत् घन जीमूत मुदिर जलमुच् धूमयोनि,ಮೇಘಗಳು,Clouds,मेघ
बलाहक,मेघ अभ्र वारिवाह स्तनयित्नु बलाहक धाराधर जलधर तडित्वत् वारिद अम्बुभृत् घन जीमूत मुदिर जलमुच् धूमयोनि,ಮೇಘಗಳು,Clouds,मेघ
धाराधर,मेघ अभ्र वारिवाह स्तनयित्नु बलाहक धाराधर जलधर तडित्वत् वारिद अम्बुभृत् घन जीमूत मुदिर जलमुच् धूमयोनि,ಮೇಘಗಳು,Clouds,मेघ
जलधर,मेघ अभ्र वारिवाह स्तनयित्नु बलाहक धाराधर जलधर तडित्वत् वारिद अम्बुभृत् घन जीमूत मुदिर जलमुच् धूमयोनि,ಮೇಘಗಳು,Clouds,मेघ
वारिद,मेघ अभ्र वारिवाह स्तनयित्नु बलाहक धाराधर जलधर तडित्वत् वारिद अम्बुभृत् घन जीमूत मुदिर जलमुच् धूमयोनि,ಮೇಘಗಳು,Clouds,मेघ
जीमूत,वेणी गरागरी देवताड जीमूत,ದೇವತಾಳ ವೃಕ್ಷ,Kuskus or lemon grass (Andropogon),देवताल
मुदिर,मेघ अभ्र वारिवाह स्तनयित्नु बलाहक धाराधर जलधर तडित्वत् वारिद अम्बुभृत् घन जीमूत मुदिर जलमुच् धूमयोनि,ಮೇಘಗಳು,Clouds,मेघ
जलमुच्,मेघ अभ्र वारिवाह स्तनयित्नु बलाहक धाराधर जलधर तडित्वत् वारिद अम्बुभृत् घन जीमूत मुदिर जलमुच् धूमयोनि,ಮೇಘಗಳು,Clouds,मेघ
धूमयोनि,मेघ अभ्र वारिवाह स्तनयित्नु बलाहक धाराधर जलधर तडित्वत् वारिद अम्बुभृत् घन जीमूत मुदिर जलमुच् धूमयोनि,ಮೇಘಗಳು,Clouds,मेघ
मेघमाला,कादिम्बनी मेघमाला,ಮೇಘಪಂಕ್ತಿ,A line of clouds,मेघसमूह
अभ्रिय,अभ्रिय,ಮೇಘದಲ್ಲಿ ಹುಟ್ಟಿದ ಜಲಾದಿಗಳು,Anything produced from the clouds,मेघ में होने वाले पदार्थों का है
स्तनित,स्तनित गर्जित रसित ध्वनित मेघनिर्घोष,ಮೇಘಗರ್ಜನೆ ಅಂದರೆ ಗುಡುಗು,Thunders of the clouds,मेघ गर्जन
गर्जित,प्रभिन्न गर्जित मत्त,ಮದಸೋರುತ್ತಿರುವ ಆನೆ,A furious elephant ,मतवाले हाथी
मेघनिर्घोष,स्तनित गर्जित रसित ध्वनित मेघनिर्घोष,ಮೇಘಗರ್ಜನೆ ಅಂದರೆ ಗುಡುಗು,Thunders of the clouds,मेघ गर्जन
रसित,प्रसित,None,None,None
ऐरावती,विद्युत् शम्पा शतहृदा ह्रादिनी ऐरावती क्षणप्रभा तडित् सौदामिनी चञ्चला चपला,ಮಿಂಚು,Lightning ,मेघ में चमकने वाली बजली के हैं
क्षणप्रभा,विद्युत् शम्पा शतहृदा ह्रादिनी ऐरावती क्षणप्रभा तडित् सौदामिनी चञ्चला चपला,ಮಿಂಚು,Lightning ,मेघ में चमकने वाली बजली के हैं
विद्युत्,विद्युत् शम्पा शतहृदा ह्रादिनी ऐरावती क्षणप्रभा तडित् सौदामिनी चञ्चला चपला,ಮಿಂಚು,Lightning ,मेघ में चमकने वाली बजली के हैं
चञ्चला,विद्युत् शम्पा शतहृदा ह्रादिनी ऐरावती क्षणप्रभा तडित् सौदामिनी चञ्चला चपला,ಮಿಂಚು,Lightning ,मेघ में चमकने वाली बजली के हैं
चपला,कृष्णा उपकुल्या वैदेही मागधी चपला कणा उषणा पिप्पली शौण्डी कोला,ಹಿಪ್ಪಲಿ ಗಿಡ,The long pepper plant (Chavica roxburgii),पिप्पली
स्फूर्जथु,वज्रनिर्घोष स्फूर्जथु,ವಜ್ರಘಟ್ಟನದಿಂದಾದ ಶಬ್ದ ಅಂದರೆ ಸಿಡಿಲಧ್ವನಿ,The noise of a thunderbolt,बिजली गिरनेके समय होने वाले शब्द के हैं
वज्रनिर्घोष,वज्रनिर्घोष स्फूर्जथु,ವಜ್ರಘಟ್ಟನದಿಂದಾದ ಶಬ್ದ ಅಂದರೆ ಸಿಡಿಲಧ್ವನಿ,The noise of a thunderbolt,बिजली गिरनेके समय होने वाले शब्द के हैं
मेघज्योति,मेघज्योतिस् इरम्मद,ಮೇಘ ತೇಜಸ್ಸು,Brightness of the clouds,मेघ से निकलते हुँ प्रकाश के हैं
इन्द्रायुध,इन्द्रायुध शक्रधनु,ಇಂದ್ರ ಧನುಸ್ಸಿನ ಹೆಸರು ಅಂದರೆ ಸುರಚಾಪವೆಂಬ ಆಕಾಶದ ಬಿಲ್ಲು,Indra's bow,इन्द्र धनुष
रोहित,कृष्णसार रुरु न्यङ्कु रङ्क शम्वर शम्बर रौहिष गोकर्ण पृषत एण ऋश्य रोहित चमर,ಸಾರಗದ ಭೇದಗಳು,Different kinds of antelopes,मृग भेद
वृष्टि,वृष्टि वर्ष,ಮಳೆ,Rain,वर्षा
वर्ष,मण्डूक भेक वर्षाभू शालूर प्लव दुर्दुर,ಕಪ್ಪೆ,Frog,मेढक
वग्रह,स्वतन्त्र अपावृत स्वैरिन् स्वच्छन्द निरवग्रह,None,None,None
अवग्रह,अवग्रह,ಆನೆಯ ಹಣೆ,Elephants forhead,गज के ललाट 
धारासंपात,धारासंपात आसार,ಯೆಡೆಬಿಡದೆ ಸುರಿಯುವ ಜಡಿಮಳೆ,Incessant rain,निरंतर वर्षा होने का नाम
असार,असार फल्गु,ಸಾರವಿಲ್ಲದ,"Pithless, sapless, vain, unmeaning",निर्बल या निःसार
शीकर,वमथु करशीकर,ಸೊಂಡಿಲಿಂದ ಈಚೆಗೆ ಬರುವ ತುಂತುರು,Spray of water ejected from the elephants trunk,हाथी के सूंड़ से नेकले हुए पानि के छीटों
सृत,विसृत विस्तृत तत,None,None,None
वर्षोपल,वर्षोपल करक,ಆನೆಕಲ್ಲು,Hail stones,मेघसे गिरने वाले पत्थल के हैं
करक,दाडिम करक,ದಾಳಿಂಬೆ ಗಿಡ,The pomegranate tree (Punica granatum),अनार
दुर्दिन,दुर्दिन,ಮೋಡ ಮುಚ್ಚಿರುವ ದುರ್ದಿನ,Cloudy day,मेघ से ढके हुँ दिन का हैं 
अन्तर्धा,तिरोधान अन्तर्धा व्यवधा अन्तर्धि अपवारण अपिधान पिधान आच्छादन,"ಹೊದಿಕೆ, ಮುಚ್ಚಳ",A cover,ढाँकने
अन्तर्धि,तिरोधान अन्तर्धा व्यवधा अन्तर्धि अपवारण अपिधान पिधान आच्छादन,"ಹೊದಿಕೆ, ಮುಚ್ಚಳ",A cover,ढाँकने
अपवारण,तिरोधान अन्तर्धा व्यवधा अन्तर्धि अपवारण अपिधान पिधान आच्छादन,"ಹೊದಿಕೆ, ಮುಚ್ಚಳ",A cover,ढाँकने
अपिधान,तिरोधान अन्तर्धा व्यवधा अन्तर्धि अपवारण अपिधान पिधान आच्छादन,"ಹೊದಿಕೆ, ಮುಚ್ಚಳ",A cover,ढाँकने
तिरोधान,तिरोधान अन्तर्धा व्यवधा अन्तर्धि अपवारण अपिधान पिधान आच्छादन,"ಹೊದಿಕೆ, ಮುಚ್ಚಳ",A cover,ढाँकने
पिधान,तिरोधान अन्तर्धा व्यवधा अन्तर्धि अपवारण अपिधान पिधान आच्छादन,"ಹೊದಿಕೆ, ಮುಚ್ಚಳ",A cover,ढाँकने
छादन,वस्त्र आच्छादन वासस् चेल वसन अंशुक,ಸಾಮಾನ್ಯವಾಗಿ ಬಟ್ಟೆ,"Cloth, garment",कपड़ा मात्र
हिमांशु,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
चन्द्र,श्यामा पालिन्दी सुषेणिका काला मसूरविदला अर्धचन्द्रा कालमेषिका,ಕರಿಯ ತಿಗಡೆ,A blue kind of the same,काला निशोथ
इन्दु,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
कुमुदबान्धव,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
शुभ्रांशु,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
निशापति,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
जैवातृक,जैवातृक आयुष्मान्,None,None,None
सोम,ब्राह्मी मत्स्याक्षी वयस्था सोमवल्लरी,ಹೊನಗೊನೆ ಸೊಪ್ಪು,The pot herb Achyranthes triandra,ब्राह्मी
ग्लौ,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
मृगाङ्क,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
द्विजराज,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
शशधर,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
नक्षत्रेश,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
क्षपाकर,चन्द्र हिमांशु चन्द्रमस् इन्दु कुमुदबान्धव विधु सुघांशु शुभ्रांशु ओषधीष निशापति अब्ज जैवातृक सोम ग्लौ मृगाङ्क कलानिधि द्विजराज शशधर नक्षत्रेश क्षपाकर,ಚಂದ್ರ,Chandra (the moon),चन्द्रमा
कला,विकलाङ्ग पोगण्ड,ಸಾಮಾನ್ಯವಾಗಿ ಅಂಗಹೀನನು,A man with some bodily defect or deformity,विकलाङ्ख अर्थात् कम या अधिक अङ्ग वाले
बिम्ब,प्रतिमान प्रतिबिम्ब प्रतिमा प्रतियातना प्रतिच्छाया प्रतिकृति अर्चा प्रतिनिधि,None,None,None
भित्त,भित्ति कुड्य,ಗೋಡೆ,Wall,दिवाल
शकल,मत्स्य पृथुरोमन् झष मीन वैसारिण अण्डज विसार शकलिन्,ಮೀನು,Fish,मछली
खण्ड,शिखण्ड पिच्छ बर्ह,ನವಿಲ ಪುಕ್ಕ,A peacock's tail,मोर पंख 
अर्ध,अर्धोरुक चण्डातक,"ಅರತೊಡೆಯವರೆಗಿರುವ ಬಟ್ಟೆ, ಚಡ್ಡಿ",Tight drawers or breeches reaching to the middle of the thigh,लहँगा
चन्द्रिका,चन्द्रिका कौमुदी ज्योत्स्ना,ಬೆಳದಿಂಗಳು,Moonlight,चाँदनी 
कौमुदी,चन्द्रिका कौमुदी ज्योत्स्ना,ಬೆಳದಿಂಗಳು,Moonlight,चाँदनी 
ज्योत्स्ना,चन्द्रिका कौमुदी ज्योत्स्ना,ಬೆಳದಿಂಗಳು,Moonlight,चाँदनी 
प्रसाद,क्रमुक पट्टिकाख्य पट्टिन् लाक्षाप्रसादन,ಕೆಂಪು ಅರಗಿನ ಗಿಡ,A tree on which lac is produced,पठानी लोध
प्रसन्नता,प्रसाद प्रसन्नता,ಸ್ವಚ್ಛತಾ,Purity,निर्मलता 
कलङ्क,चिह्न कलङ्क अङ्क लाञ्छन ल#मन् लक्षण पाळि केतु ध्वज लिङ्ग निमित्त व्यञ्जन पद प्रज्ञान अभिज्ञान ललाम ललामन्,ಗುರುತು,A spot,चिह्न
अङ्क,अङ्कुश सृणि,ಅಂಕುಶ,A hook used for driving an elephant,अङ्कुश 
लाञ्छन,चिह्न कलङ्क अङ्क लाञ्छन ल#मन् लक्षण पाळि केतु ध्वज लिङ्ग निमित्त व्यञ्जन पद प्रज्ञान अभिज्ञान ललाम ललामन्,ಗುರುತು,A spot,चिह्न
चिह्न,नृपलक्ष्मन् नृपचिह्न,ಕೊಡೆ,A gilt umbrella or canopy of state (an ensign of royalty),राजा के छाते
लक्ष्म,संपद् संपत्ति श्री लक्ष्मी,ಐಶ್ವರ್ಯ,Fortune,सम्पत्ति (धनोत्कर्ष)
लक्षण,कृतलक्षण आहतलक्षण,None,None,None
शोभा,शोभाञ्जन शिग्रु तीक्ष्णगन्धक अक्षीब मोचक,ನುಗ್ಗೆ,The Indian horse-radish tree (Moringa plerygosperma),सहिजन
कान्ति,शोभा कान्ति द्युति छवि,ಕಾಂತಿ,Brightness,शोभा
द्युति,प्रभा रुक् रुचि त्विष् भा भास् छवि द्युति दीप्ति रोचिष् शोचिष्,ಸೂರ್ಯಕಾಂತಿ,The sun's brightness,सूर्य प्रभा 
छवि,शोण कोकनदच्छवि,ಕೆಂದಾವರೆ,Crimson,लालवर्ण
अवश्याय,हिम अवश्याय नीहार तुषार तुहिन प्रालेय मिहिका,"ಮಂಜು, ಹಿಮ",Dew,पाला
नीहार,हिम अवश्याय नीहार तुषार तुहिन प्रालेय मिहिका,"ಮಂಜು, ಹಿಮ",Dew,पाला
तुषार,शीत सुषीम शिशिर जड तुषार शीतल हिम,ಶೈತ್ಯಗುಣ,Cold,ठण्डा गुण
तुहिन,हिम अवश्याय नीहार तुषार तुहिन प्रालेय मिहिका,"ಮಂಜು, ಹಿಮ",Dew,पाला
हिम,हिमवत्,"ಹಿಮವತ್ಪರ್ವತ, ಸಪ್ತಪರ್ವತಗಳಲ್ಲಿ ಒಂದು","Himalaya, One of the seven mountains","हिमालय, सप्तपर्वतों मे ऒऒएक"
प्रालेय,हिम अवश्याय नीहार तुषार तुहिन प्रालेय मिहिका,"ಮಂಜು, ಹಿಮ",Dew,पाला
मिहिका,हिम अवश्याय नीहार तुषार तुहिन प्रालेय मिहिका,"ಮಂಜು, ಹಿಮ",Dew,पाला
हिमानी,हिमानी हिमसंहतिः,ಮಂಜಿನ ಗುಂಪು,Thick fog,अधिक पाला
हिमसंहति,हिमानी हिमसंहतिः,ಮಂಜಿನ ಗುಂಪು,Thick fog,अधिक पाला
शीत,कालानुसार्य वृद्ध अश्मपुष्प शीतशिव शैलेय,ಕಲ್ಲು ಹೂ,A kind of benzoin (Lichen rotundatus),सिलाजीत
शिशिर,शिशिर,ಶಿಶಿರಋತು,The cold season,शिशिर ऋतु
जड,जड अज्ञ,ತಿಳಿಯದವನು,"Ignorant, stuped",मूर्ख
शीतल,वातक शीतल,ಸಿಡಿಲೊಲ್ಲದ ಗಿಡ,The Coronilla sesban,पटुआ
ध्रुव,शाश्वत ध्रुव नित्य सदातन सनातन ,ಯಾವಾಗಲೂ ಇರುವ,"Eternal permanant, perpetual",सर्वदा स्थिर रहने वाले 
औत्तानपादि,ध्रुव औत्तानपादि,ಧ್ರುವ ನಕ್ಷತ್ರ,Pole star,ध्रुवनक्षत्र
अगस्त्य,अगस्त्य कुम्भसम्भव मैत्रावरुणि,ಅಗಸ್ತ್ಯಋಷಿ,Agastya (Canopus),अगस्त्य
मैत्रावरुणि,अगस्त्य कुम्भसम्भव मैत्रावरुणि,ಅಗಸ್ತ್ಯಋಷಿ,Agastya (Canopus),अगस्त्य
लोपामुद्रा,लोपामुद्रा,ಅಗಸ್ತ್ಯಪತ್ನಿ,Agastya's wife,अगस्त्य मुनि की धर्मपत्नी
नक्षत्र,नक्षत्रमाला,ಇಪ್ಪತ್ತೇಳು ಮುತ್ತುಗಳ ಸರ,A necklace of 27 pearls,27 दानों के हार
ऋक्ष,भल्लुक ऋक्ष अच्छभल्ल भालूक,ಕರಡಿ,Bear,भालू
भ,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
तारा,नक्षत्र ऋक्ष भ तारा तारका उडु,ನಕ್ಷತ್ರಗಳು,Stars,नक्षत्र
तारका,तारका कनीनिका,ಕಣ್ಣಿನ ಗುಡ್ಡು,Pupil of the eye,आंख की पुतली
उडु,उडुप प्लव कोल,"ತೆಪ್ಪ, ಹರಿಗೋಲು",A float or raft,तैरने केलिए तृणादि निर्मित साधन 
अश्विनी,अश्विनी अश्वयुक्,ಅಶ್ವಿನೀ ನಕ್ಷತ್ರ,"Ashvini, the 1st lunar asterism",अश्विनी नक्षत्र
राधा,विशाखा राधा,ವಿಶಾಖಾ ನಕ್ಷತ್ರ,"Vishakha, the 16th Lunar asterism",विशाखा नक्षत्र
विशाखा,विशाखा राधा,ವಿಶಾಖಾ ನಕ್ಷತ್ರ,"Vishakha, the 16th Lunar asterism",विशाखा नक्षत्र
पुष्य,पुष्यरथ,ಯುದ್ಧಕ್ಕಲ್ಲದ ಭಂಡಿ,Carriage or coach not used for war,यात्रा उत्सव आदि में चढ़ने योग्य रथ
सिध्य,पुष्य सिध्य तिष्य,ಪುಷ್ಯಮೀ ನಕ್ಷತ್ರ,"Pushyami, the 8th Lunar asterism",पुष्यमी नक्षत्र
तिष्य,आमलकी तिष्यफला अमृता वयस्था,ನೆಲ್ಲಿ ಮರ,The tree phyllanthus emblica,आंवला
श्रविष्ठा,धनिष्ठा श्रविष्ठा,ಧನಿಷ್ಠಾ ನಕ್ಷತ್ರ,"Dhanishtha, the 23rd unar asterism",धनिष्ठा नक्षत्र
धनिष्ठा,धनिष्ठा श्रविष्ठा,ಧನಿಷ್ಠಾ ನಕ್ಷತ್ರ,"Dhanishtha, the 23rd unar asterism",धनिष्ठा नक्षत्र
प्रोष्ठपदा,प्रोष्ठपदा भाद्रपदा,ಪೂರ್ವಾಭಾದ್ರ,"Purva Bhadra, the 25th Lunar asterism",पूर्वाभाद्र
भाद्रपदा,प्रोष्ठपदा भाद्रपदा,ಪೂರ್ವಾಭಾದ್ರ,"Purva Bhadra, the 25th Lunar asterism",पूर्वाभाद्र
मृगशीर्ष,मृगशीर्ष मृगशिरस् आग्रहायणी,ಮೃಗಶಿರ,"Mrigasira, the 5th Lunar asterism",मृगशिर
मृगशिरस्,मृगशीर्ष मृगशिरस् आग्रहायणी,ಮೃಗಶಿರ,"Mrigasira, the 5th Lunar asterism",मृगशिर
आग्रहायणी,मृगशीर्ष मृगशिरस् आग्रहायणी,ಮೃಗಶಿರ,"Mrigasira, the 5th Lunar asterism",मृगशिर
इल्वला,इल्वला,ಮೃಗಶಿರೆಯ ತಲೆಮೇಲೆ ಇರುವ ನಕ್ಷತ್ರಗಳು,The stars above Mrigasira ,इल्वला
बृहस्पति,बृहस्पति सुराचार्य गीष्पति धिषण गुरु जीव आङ्गिरस वाचस्पति चित्रशिखण्डिज,ಬೃಹಸ್ಪತಿ,Brihaspathi (Jupiter),देवगुरु बृहस्पति
सुराचार्य,बृहस्पति सुराचार्य गीष्पति धिषण गुरु जीव आङ्गिरस वाचस्पति चित्रशिखण्डिज,ಬೃಹಸ್ಪತಿ,Brihaspathi (Jupiter),देवगुरु बृहस्पति
धिषण,बुद्धि मनीषा धिषणा धी प्रज्ञा शेमुषी मति प्रेक्षा उपलब्धि चिद् संविद् प्रतिपद् ज्ञप्ति चेतना,ಬುದ್ಧಿ,Intellect,बुद्धि
